acc,genome_url,assembly_report_url,ncbi_tax_name
GCA_001508275.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/508/275/GCA_001508275.1_ASM150827v1/GCA_001508275.1_ASM150827v1_genomic.fna.gz,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/508/275/GCA_001508275.1_ASM150827v1/GCA_001508275.1_ASM150827v1_assembly_report.txt,Actinobacteria bacterium 66_15
GCA_001508305.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/508/305/GCA_001508305.1_ASM150830v1/GCA_001508305.1_ASM150830v1_genomic.fna.gz,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/508/305/GCA_001508305.1_ASM150830v1/GCA_001508305.1_ASM150830v1_assembly_report.txt,Parcubacteria bacterium 33_209
GCA_001508335.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/508/335/GCA_001508335.1_ASM150833v1/GCA_001508335.1_ASM150833v1_genomic.fna.gz,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/508/335/GCA_001508335.1_ASM150833v1/GCA_001508335.1_ASM150833v1_assembly_report.txt,candidate division TA06 bacterium 32_111
GCA_001508375.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/508/375/GCA_001508375.1_ASM150837v1/GCA_001508375.1_ASM150837v1_genomic.fna.gz,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/508/375/GCA_001508375.1_ASM150837v1/GCA_001508375.1_ASM150837v1_assembly_report.txt,Desulfotomaculum sp. 46_296
GCA_001508395.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/508/395/GCA_001508395.1_ASM150839v1/GCA_001508395.1_ASM150839v1_genomic.fna.gz,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/508/395/GCA_001508395.1_ASM150839v1/GCA_001508395.1_ASM150839v1_assembly_report.txt,Synergistales bacterium 53_16
GCA_001508405.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/508/405/GCA_001508405.1_ASM150840v1/GCA_001508405.1_ASM150840v1_genomic.fna.gz,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/508/405/GCA_001508405.1_ASM150840v1/GCA_001508405.1_ASM150840v1_assembly_report.txt,Parcubacteria bacterium 34_609
GCA_001508455.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/508/455/GCA_001508455.1_ASM150845v1/GCA_001508455.1_ASM150845v1_genomic.fna.gz,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/508/455/GCA_001508455.1_ASM150845v1/GCA_001508455.1_ASM150845v1_assembly_report.txt,Methanocalculus sp. 52_23
GCA_001508475.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/508/475/GCA_001508475.1_ASM150847v1/GCA_001508475.1_ASM150847v1_genomic.fna.gz,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/508/475/GCA_001508475.1_ASM150847v1/GCA_001508475.1_ASM150847v1_assembly_report.txt,Anaerolineae bacterium 49_20
GCA_001508485.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/508/485/GCA_001508485.1_ASM150848v1/GCA_001508485.1_ASM150848v1_genomic.fna.gz,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/508/485/GCA_001508485.1_ASM150848v1/GCA_001508485.1_ASM150848v1_assembly_report.txt,Proteiniphilum acetatigenes
GCA_001508515.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/508/515/GCA_001508515.1_ASM150851v1/GCA_001508515.1_ASM150851v1_genomic.fna.gz,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/508/515/GCA_001508515.1_ASM150851v1/GCA_001508515.1_ASM150851v1_assembly_report.txt,Mesotoga prima
GCA_001508535.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/508/535/GCA_001508535.1_ASM150853v1/GCA_001508535.1_ASM150853v1_genomic.fna.gz,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/508/535/GCA_001508535.1_ASM150853v1/GCA_001508535.1_ASM150853v1_assembly_report.txt,Microgenomates bacterium 39_7
GCA_001508555.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/508/555/GCA_001508555.1_ASM150855v1/GCA_001508555.1_ASM150855v1_genomic.fna.gz,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/508/555/GCA_001508555.1_ASM150855v1/GCA_001508555.1_ASM150855v1_assembly_report.txt,Pelotomaculum thermopropionicum
GCA_001508575.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/508/575/GCA_001508575.1_ASM150857v1/GCA_001508575.1_ASM150857v1_genomic.fna.gz,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/508/575/GCA_001508575.1_ASM150857v1/GCA_001508575.1_ASM150857v1_assembly_report.txt,candidate division TA06 bacterium 34_109
GCA_001508595.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/508/595/GCA_001508595.1_ASM150859v1/GCA_001508595.1_ASM150859v1_genomic.fna.gz,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/508/595/GCA_001508595.1_ASM150859v1/GCA_001508595.1_ASM150859v1_assembly_report.txt,Anaerolineaceae bacterium 46_22
GCA_001508615.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/508/615/GCA_001508615.1_ASM150861v1/GCA_001508615.1_ASM150861v1_genomic.fna.gz,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/508/615/GCA_001508615.1_ASM150861v1/GCA_001508615.1_ASM150861v1_assembly_report.txt,Methanosaeta harundinacea
GCA_001508635.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/508/635/GCA_001508635.1_ASM150863v1/GCA_001508635.1_ASM150863v1_genomic.fna.gz,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/508/635/GCA_001508635.1_ASM150863v1/GCA_001508635.1_ASM150863v1_assembly_report.txt,Parcubacteria bacterium 32_520
GCA_001508665.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/508/665/GCA_001508665.1_ASM150866v1/GCA_001508665.1_ASM150866v1_genomic.fna.gz,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/508/665/GCA_001508665.1_ASM150866v1/GCA_001508665.1_ASM150866v1_assembly_report.txt,Methanoculleus marisnigri
GCA_001508695.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/508/695/GCA_001508695.1_ASM150869v1/GCA_001508695.1_ASM150869v1_genomic.fna.gz,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/508/695/GCA_001508695.1_ASM150869v1/GCA_001508695.1_ASM150869v1_assembly_report.txt,Methanomicrobiales archaeon 53_19
GCA_001508935.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/508/935/GCA_001508935.1_ASM150893v1/GCA_001508935.1_ASM150893v1_genomic.fna.gz,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/508/935/GCA_001508935.1_ASM150893v1/GCA_001508935.1_ASM150893v1_assembly_report.txt,Synergistales bacterium 54_24
GCA_001508995.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/508/995/GCA_001508995.1_ASM150899v1/GCA_001508995.1_ASM150899v1_genomic.fna.gz,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/508/995/GCA_001508995.1_ASM150899v1/GCA_001508995.1_ASM150899v1_assembly_report.txt,Desulfotomaculum sp. 46_80
GCA_001509005.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/509/005/GCA_001509005.1_ASM150900v1/GCA_001509005.1_ASM150900v1_genomic.fna.gz,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/509/005/GCA_001509005.1_ASM150900v1/GCA_001509005.1_ASM150900v1_assembly_report.txt,Methanobacterium sp. 42_16
GCA_001509035.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/509/035/GCA_001509035.1_ASM150903v1/GCA_001509035.1_ASM150903v1_genomic.fna.gz,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/509/035/GCA_001509035.1_ASM150903v1/GCA_001509035.1_ASM150903v1_assembly_report.txt,candidate division WS6 bacterium 34_10
GCA_001509055.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/509/055/GCA_001509055.1_ASM150905v1/GCA_001509055.1_ASM150905v1_genomic.fna.gz,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/509/055/GCA_001509055.1_ASM150905v1/GCA_001509055.1_ASM150905v1_assembly_report.txt,Microgenomates bacterium 39_6
GCA_001509095.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/509/095/GCA_001509095.1_ASM150909v1/GCA_001509095.1_ASM150909v1_genomic.fna.gz,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/509/095/GCA_001509095.1_ASM150909v1/GCA_001509095.1_ASM150909v1_assembly_report.txt,Synergistales bacterium 58_81
GCA_001509115.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/509/115/GCA_001509115.1_ASM150911v1/GCA_001509115.1_ASM150911v1_genomic.fna.gz,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/509/115/GCA_001509115.1_ASM150911v1/GCA_001509115.1_ASM150911v1_assembly_report.txt,Mesotoga infera
GCA_001509135.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/509/135/GCA_001509135.1_ASM150913v1/GCA_001509135.1_ASM150913v1_genomic.fna.gz,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/509/135/GCA_001509135.1_ASM150913v1/GCA_001509135.1_ASM150913v1_assembly_report.txt,Thermotogales bacterium 46_20
GCA_001509155.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/509/155/GCA_001509155.1_ASM150915v1/GCA_001509155.1_ASM150915v1_genomic.fna.gz,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/509/155/GCA_001509155.1_ASM150915v1/GCA_001509155.1_ASM150915v1_assembly_report.txt,Synergistales bacterium 54_9
GCA_001509175.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/509/175/GCA_001509175.1_ASM150917v1/GCA_001509175.1_ASM150917v1_genomic.fna.gz,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/509/175/GCA_001509175.1_ASM150917v1/GCA_001509175.1_ASM150917v1_assembly_report.txt,Proteiniphilum sp. 51_7
GCA_001509265.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/509/265/GCA_001509265.1_ASM150926v1/GCA_001509265.1_ASM150926v1_genomic.fna.gz,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/509/265/GCA_001509265.1_ASM150926v1/GCA_001509265.1_ASM150926v1_assembly_report.txt,candidate division WS6 bacterium 36_33
GCA_001509275.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/509/275/GCA_001509275.1_ASM150927v1/GCA_001509275.1_ASM150927v1_genomic.fna.gz,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/509/275/GCA_001509275.1_ASM150927v1/GCA_001509275.1_ASM150927v1_assembly_report.txt,Bacteroidetes bacterium 38_7
GCA_001509285.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/509/285/GCA_001509285.1_ASM150928v1/GCA_001509285.1_ASM150928v1_genomic.fna.gz,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/509/285/GCA_001509285.1_ASM150928v1/GCA_001509285.1_ASM150928v1_assembly_report.txt,Atribacteria bacterium 34_128
GCA_001509335.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/509/335/GCA_001509335.1_ASM150933v1/GCA_001509335.1_ASM150933v1_genomic.fna.gz,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/509/335/GCA_001509335.1_ASM150933v1/GCA_001509335.1_ASM150933v1_assembly_report.txt,Marinimicrobia bacterium 46_43
GCA_001509345.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/509/345/GCA_001509345.1_ASM150934v1/GCA_001509345.1_ASM150934v1_genomic.fna.gz,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/509/345/GCA_001509345.1_ASM150934v1/GCA_001509345.1_ASM150934v1_assembly_report.txt,Clostridiales bacterium 38_11
GCA_001509375.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/509/375/GCA_001509375.1_ASM150937v1/GCA_001509375.1_ASM150937v1_genomic.fna.gz,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/509/375/GCA_001509375.1_ASM150937v1/GCA_001509375.1_ASM150937v1_assembly_report.txt,Methanosaeta harundinacea
GCA_001509385.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/509/385/GCA_001509385.1_ASM150938v1/GCA_001509385.1_ASM150938v1_genomic.fna.gz,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/509/385/GCA_001509385.1_ASM150938v1/GCA_001509385.1_ASM150938v1_assembly_report.txt,Petrotoga mobilis
GCA_001887715.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/887/715/GCA_001887715.1_ASM188771v1/GCA_001887715.1_ASM188771v1_genomic.fna.gz,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/887/715/GCA_001887715.1_ASM188771v1/GCA_001887715.1_ASM188771v1_assembly_report.txt,Pelobacter acetylenicus
GCA_001896625.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/896/625/GCA_001896625.1_ASM189662v1/GCA_001896625.1_ASM189662v1_genomic.fna.gz,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/896/625/GCA_001896625.1_ASM189662v1/GCA_001896625.1_ASM189662v1_assembly_report.txt,Thermotogales bacterium EBM-48
GCA_002030015.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/030/015/GCA_002030015.1_ASM203001v1/GCA_002030015.1_ASM203001v1_genomic.fna.gz,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/030/015/GCA_002030015.1_ASM203001v1/GCA_002030015.1_ASM203001v1_assembly_report.txt,delta proteobacterium MLS_D
GCA_002305765.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/305/765/GCA_002305765.1_ASM230576v1/GCA_002305765.1_ASM230576v1_genomic.fna.gz,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/305/765/GCA_002305765.1_ASM230576v1/GCA_002305765.1_ASM230576v1_assembly_report.txt,Deltaproteobacteria bacterium UBA1386
GCA_002306095.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/306/095/GCA_002306095.1_ASM230609v1/GCA_002306095.1_ASM230609v1_genomic.fna.gz,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/306/095/GCA_002306095.1_ASM230609v1/GCA_002306095.1_ASM230609v1_assembly_report.txt,Patescibacteria group bacterium UBA1357
GCA_002338095.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/338/095/GCA_002338095.1_ASM233809v1/GCA_002338095.1_ASM233809v1_genomic.fna.gz,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/338/095/GCA_002338095.1_ASM233809v1/GCA_002338095.1_ASM233809v1_assembly_report.txt,Synergistaceae bacterium UBA1876
GCA_002340425.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/340/425/GCA_002340425.1_ASM234042v1/GCA_002340425.1_ASM234042v1_genomic.fna.gz,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/340/425/GCA_002340425.1_ASM234042v1/GCA_002340425.1_ASM234042v1_assembly_report.txt,Patescibacteria group bacterium UBA2558
GCA_002383405.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/383/405/GCA_002383405.1_ASM238340v1/GCA_002383405.1_ASM238340v1_genomic.fna.gz,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/383/405/GCA_002383405.1_ASM238340v1/GCA_002383405.1_ASM238340v1_assembly_report.txt,Moorella sp. UBA4076
GCA_002383685.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/383/685/GCA_002383685.1_ASM238368v1/GCA_002383685.1_ASM238368v1_genomic.fna.gz,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/383/685/GCA_002383685.1_ASM238368v1/GCA_002383685.1_ASM238368v1_assembly_report.txt,Synergistaceae bacterium UBA4066
GCA_002403055.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/403/055/GCA_002403055.1_ASM240305v1/GCA_002403055.1_ASM240305v1_genomic.fna.gz,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/403/055/GCA_002403055.1_ASM240305v1/GCA_002403055.1_ASM240305v1_assembly_report.txt,Anaerolineaceae bacterium UBA4784
GCA_002412595.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/412/595/GCA_002412595.1_ASM241259v1/GCA_002412595.1_ASM241259v1_genomic.fna.gz,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/412/595/GCA_002412595.1_ASM241259v1/GCA_002412595.1_ASM241259v1_assembly_report.txt,Anaerolineaceae bacterium UBA5211
GCA_002418745.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/418/745/GCA_002418745.1_ASM241874v1/GCA_002418745.1_ASM241874v1_genomic.fna.gz,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/418/745/GCA_002418745.1_ASM241874v1/GCA_002418745.1_ASM241874v1_assembly_report.txt,Synergistaceae bacterium UBA5768
GCA_002418865.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/418/865/GCA_002418865.1_ASM241886v1/GCA_002418865.1_ASM241886v1_genomic.fna.gz,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/418/865/GCA_002418865.1_ASM241886v1/GCA_002418865.1_ASM241886v1_assembly_report.txt,Bacteroidales bacterium UBA5762
GCA_002419525.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/419/525/GCA_002419525.1_ASM241952v1/GCA_002419525.1_ASM241952v1_genomic.fna.gz,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/419/525/GCA_002419525.1_ASM241952v1/GCA_002419525.1_ASM241952v1_assembly_report.txt,Syntrophaceae bacterium UBA5726
GCA_002423325.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/423/325/GCA_002423325.1_ASM242332v1/GCA_002423325.1_ASM242332v1_genomic.fna.gz,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/423/325/GCA_002423325.1_ASM242332v1/GCA_002423325.1_ASM242332v1_assembly_report.txt,Anaerolineales bacterium UBA6128
GCA_002423495.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/423/495/GCA_002423495.1_ASM242349v1/GCA_002423495.1_ASM242349v1_genomic.fna.gz,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/423/495/GCA_002423495.1_ASM242349v1/GCA_002423495.1_ASM242349v1_assembly_report.txt,Anaerolineaceae bacterium UBA6105
GCA_002425855.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/425/855/GCA_002425855.1_ASM242585v1/GCA_002425855.1_ASM242585v1_genomic.fna.gz,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/425/855/GCA_002425855.1_ASM242585v1/GCA_002425855.1_ASM242585v1_assembly_report.txt,bacterium UBP9_UBA5552
GCA_002428495.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/428/495/GCA_002428495.1_ASM242849v1/GCA_002428495.1_ASM242849v1_genomic.fna.gz,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/428/495/GCA_002428495.1_ASM242849v1/GCA_002428495.1_ASM242849v1_assembly_report.txt,Synergistaceae bacterium UBA6101
GCA_002435945.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/435/945/GCA_002435945.1_ASM243594v1/GCA_002435945.1_ASM243594v1_genomic.fna.gz,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/435/945/GCA_002435945.1_ASM243594v1/GCA_002435945.1_ASM243594v1_assembly_report.txt,Mesotoga sp. UBA6090
GCA_002436005.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/436/005/GCA_002436005.1_ASM243600v1/GCA_002436005.1_ASM243600v1_genomic.fna.gz,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/436/005/GCA_002436005.1_ASM243600v1/GCA_002436005.1_ASM243600v1_assembly_report.txt,Anaerolineaceae bacterium UBA6086
GCA_002452315.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/452/315/GCA_002452315.1_ASM245231v1/GCA_002452315.1_ASM245231v1_genomic.fna.gz,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/452/315/GCA_002452315.1_ASM245231v1/GCA_002452315.1_ASM245231v1_assembly_report.txt,Anaerolineaceae bacterium UBA6801
GCA_002452525.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/452/525/GCA_002452525.1_ASM245252v1/GCA_002452525.1_ASM245252v1_genomic.fna.gz,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/452/525/GCA_002452525.1_ASM245252v1/GCA_002452525.1_ASM245252v1_assembly_report.txt,Acetobacterium sp. UBA6819
GCA_002452835.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/452/835/GCA_002452835.1_ASM245283v1/GCA_002452835.1_ASM245283v1_genomic.fna.gz,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/452/835/GCA_002452835.1_ASM245283v1/GCA_002452835.1_ASM245283v1_assembly_report.txt,Candidatus Atribacteria bacterium UBA6794
GCA_002496395.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/496/395/GCA_002496395.1_ASM249639v1/GCA_002496395.1_ASM249639v1_genomic.fna.gz,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/496/395/GCA_002496395.1_ASM249639v1/GCA_002496395.1_ASM249639v1_assembly_report.txt,Methanocorpusculaceae archaeon UBA456
GCA_002497965.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/497/965/GCA_002497965.1_ASM249796v1/GCA_002497965.1_ASM249796v1_genomic.fna.gz,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/497/965/GCA_002497965.1_ASM249796v1/GCA_002497965.1_ASM249796v1_assembly_report.txt,Methanomicrobiaceae archaeon UBA436
GCA_002498065.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/498/065/GCA_002498065.1_ASM249806v1/GCA_002498065.1_ASM249806v1_genomic.fna.gz,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/498/065/GCA_002498065.1_ASM249806v1/GCA_002498065.1_ASM249806v1_assembly_report.txt,Methanoculleus sp. UBA208
