intersect_bp,f_orig_query,f_match,f_unique_to_query,f_unique_weighted,average_abund,median_abund,std_abund,name,filename,md5,f_match_orig,unique_intersect_bp,gather_result_rank,remaining_bp,query_filename,query_name,query_md5,query_bp,lineage
4999000,0.024367060842099105,0.9892,0.02410871832867017,0.02410871832867017,,,,"GCA_000012825.1 Bacteroides vulgatus ATCC 8482 strain=ATCC 8482, ASM1282v1",/group/ctbrowngrp/genbank/genbank-2020.07-bacteria-k31.zip,960cc77fc7b96d595712107aaa1524b5,0.9998,4946000,10,137163000,,SRR606249-known,42df24f0,205154000,Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides;Bacteroides vulgatus;Bacteroides vulgatus ATCC 8482
5071000,0.024718016709398792,0.9421795374362995,0.02343117852929994,0.02343117852929994,,,,"GCA_000016425.1 Salinispora tropica CNB-440 strain=CNB-440, ASM1642v1",/group/ctbrowngrp/genbank/genbank-2020.07-bacteria-k31.zip,e41c93cc239f49bd10ebd38dfd343075,0.9939239513916112,4807000,11,132356000,,SRR606249-known,42df24f0,205154000,Bacteria;Actinobacteria;Actinobacteria;Micromonosporales;Micromonosporaceae;Salinispora;Salinispora tropica;Salinispora tropica CNB-440
4765000,0.02322645427337512,0.9887687188019967,0.023172836015871005,0.023172836015871005,,,,"GCA_000019785.1 Leptothrix cholodnii SP-6 strain=SP-6, ASM1978v1",/group/ctbrowngrp/genbank/genbank-2020.07-bacteria-k31.zip,0f774696d30402cc9416e4339e29d022,0.9910565723793677,4754000,12,127602000,,SRR606249-known,42df24f0,205154000,Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;unassigned;Leptothrix;Leptothrix cholodnii;Leptothrix cholodnii SP-6
4629000,0.02256353763514238,1.0,0.02256353763514238,0.02256353763514238,,,,"GCA_000010305.1 Gemmatimonas aurantiaca T-27 strain=T-27, ASM1030v1",/group/ctbrowngrp/genbank/genbank-2020.07-bacteria-k31.zip,f3b3f1fde1daf747380e5c34717b290f,1.0,4629000,13,122973000,,SRR606249-known,42df24f0,205154000,Bacteria;Gemmatimonadetes;Gemmatimonadetes;Gemmatimonadales;Gemmatimonadaceae;Gemmatimonas;Gemmatimonas aurantiaca;Gemmatimonas aurantiaca T-27
4535000,0.022105345252834457,0.9910382513661202,0.022100470865788625,0.022100470865788625,,,,"GCA_000011965.2 Ruegeria pomeroyi DSS-3 strain=DSS-3, ASM1196v2",/group/ctbrowngrp/genbank/genbank-2020.07-bacteria-k31.zip,357c0e8c59953384de1f6c7605a60317,0.9912568306010929,4534000,14,118439000,,SRR606249-known,42df24f0,205154000,Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Ruegeria;Ruegeria pomeroyi;Ruegeria pomeroyi DSS-3
4168000,0.020316445207015216,0.9997600767754319,0.02031157081996939,0.02031157081996939,,,,"GCA_000022565.1 Acidobacterium capsulatum ATCC 51196 strain=ATCC 51196, ASM2256v1",/group/ctbrowngrp/genbank/genbank-2020.07-bacteria-k31.zip,324074c7287ed934af4fd0a6a459aa30,1.0,4167000,15,114272000,,SRR606249-known,42df24f0,205154000,Bacteria;Acidobacteria;Acidobacteriia;Acidobacteriales;Acidobacteriaceae;Acidobacterium;Acidobacterium capsulatum;Acidobacterium capsulatum ATCC 51196
3934000,0.019175838638291236,0.9959493670886076,0.019175838638291236,0.019175838638291236,,,,"GCA_000025685.1 Haloferax volcanii DS2 strain=DS2, ASM2568v1",/group/ctbrowngrp/genbank/genbank-2020.07-archaea-k31.zip,f299f676fc8922337c2c5d4c7d12e93a,0.9959493670886076,3934000,16,110338000,,SRR606249-known,42df24f0,205154000,Archaea;Euryarchaeota;Halobacteria;Haloferacales;Haloferacaceae;Haloferax;Haloferax volcanii;Haloferax volcanii DS2
3859000,0.018810259609854062,0.9987043275459964,0.018785887674624916,0.018785887674624916,,,,"GCA_000152645.1 Sulfitobacter sp. NAS-14.1 strain=NAS-14.1, ASM15264v1",/group/ctbrowngrp/genbank/genbank-2020.07-bacteria-k31.zip,5f3cd303f3759ada3b1da0fe9f63c1f8,1.0,3854000,17,106484000,,SRR606249-known,42df24f0,205154000,Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Sulfitobacter;Sulfitobacter sp. NAS-14.1
3775000,0.018400811098004427,0.9992059290629963,0.018400811098004427,0.018400811098004427,,,,"GCA_000007985.2 Geobacter sulfurreducens PCA strain=PCA, ASM798v2",/group/ctbrowngrp/genbank/genbank-2020.07-bacteria-k31.zip,d912c0d77ba5f8a7f45a01de0ce478e4,0.9992059290629963,3775000,18,102709000,,SRR606249-known,42df24f0,205154000,Bacteria;Proteobacteria;Deltaproteobacteria;Desulfuromonadales;Geobacteraceae;Geobacter;Geobacter sulfurreducens;Geobacter sulfurreducens PCA
3655000,0.017815884652504946,0.99972647702407,0.017815884652504946,0.017815884652504946,,,,"GCA_000015865.1 Hungateiclostridium thermocellum ATCC 27405 strain=ATCC 27405, ASM1586v1",/group/ctbrowngrp/genbank/genbank-2020.07-bacteria-k31.zip,f16ed0263d531574f7b8c00b25abb975,0.99972647702407,3655000,19,99054000,,SRR606249-known,42df24f0,205154000,Bacteria;Firmicutes;Clostridia;Clostridiales;Hungateiclostridiaceae;Hungateiclostridium;Hungateiclostridium thermocellum;Hungateiclostridium thermocellum ATCC 27405
3247000,0.01582713473780672,1.0,0.01582713473780672,0.01582713473780672,,,,"GCA_003513425.1 Desulfovibrio sp., ASM351342v1",/group/ctbrowngrp/genbank/genbank-2020.07-bacteria-k31.zip,1c729d1b4c2b2aacad37b5a8530f2850,1.0,3247000,20,95807000,,SRR606249-known,42df24f0,205154000,Bacteria;Proteobacteria;Deltaproteobacteria;Desulfovibrionales;Desulfovibrionaceae;Desulfovibrio;Desulfovibrio sp.
3207000,0.01563215925597356,0.9855517983399938,0.015627284868927734,0.015627284868927734,,,,"GCA_001638825.1 Deinococcus radiodurans R1 strain=R1, ASM163882v1",/group/ctbrowngrp/genbank/genbank-2020.07-bacteria-k31.zip,782ec0d7017df4830e1fd7cbe7fbca37,0.9858592068859514,3206000,21,92601000,,SRR606249-known,42df24f0,205154000,Bacteria;Deinococcus-Thermus;Deinococci;Deinococcales;Deinococcaceae;Deinococcus;Deinococcus radiodurans;Deinococcus radiodurans R1
2963000,0.014442808816791289,0.9993254637436763,0.014442808816791289,0.014442808816791289,,,,"GCA_000020645.1 Pelodictyon phaeoclathratiforme BU-1 strain=BU-1, ASM2064v1",/group/ctbrowngrp/genbank/genbank-2020.07-bacteria-k31.zip,9b9d2415557f08b37f99abd7b8acc396,0.9993254637436763,2963000,22,89638000,,SRR606249-known,42df24f0,205154000,Bacteria;Chlorobi;Chlorobia;Chlorobiales;Chlorobiaceae;Pelodictyon;Pelodictyon phaeoclathratiforme;Pelodictyon phaeoclathratiforme BU-1
2912000,0.01419421507745401,0.9872939560439561,0.014013862756758338,0.014013862756758338,,,,"GCA_000015125.1 Chlorobium phaeobacteroides DSM 266 strain=DSM 266, ASM1512v1",/group/ctbrowngrp/genbank/genbank-2020.07-bacteria-k31.zip,9902df09c49eae79932ef40dccd508d7,1.0,2875000,23,86763000,,SRR606249-known,42df24f0,205154000,Bacteria;Chlorobi;Chlorobia;Chlorobiales;Chlorobiaceae;Chlorobium;Chlorobium phaeobacteroides;Chlorobium phaeobacteroides DSM 266
2865000,0.013965118886300048,0.997212543554007,0.01395049572516256,0.01395049572516256,,,,"GCA_000156375.1 Desulfovibrio piger ATCC 29098 strain=ATCC 29098, ASM15637v1",/group/ctbrowngrp/genbank/genbank-2020.07-bacteria-k31.zip,112f1147a84d405033898f45cd1ef747,0.9982578397212544,2862000,24,83901000,,SRR606249-known,42df24f0,205154000,Bacteria;Proteobacteria;Deltaproteobacteria;Desulfovibrionales;Desulfovibrionaceae;Desulfovibrio;Desulfovibrio piger;Desulfovibrio piger ATCC 29098
2848000,0.013882254306520955,1.0,0.013882254306520955,0.013882254306520955,,,,"GCA_000008185.1 Treponema denticola ATCC 35405 strain=ATCC 35405, ASM818v1",/group/ctbrowngrp/genbank/genbank-2020.07-bacteria-k31.zip,16fb896404e24616e97adafab029a609,1.0,2848000,25,81053000,,SRR606249-known,42df24f0,205154000,Bacteria;Spirochaetes;Spirochaetia;Spirochaetales;Spirochaetaceae;Treponema;Treponema denticola;Treponema denticola ATCC 35405
2780000,0.013550795987404584,0.9996402877697842,0.013545921600358755,0.013545921600358755,,,,"GCA_000022325.1 Caldicellulosiruptor bescii DSM 6725 strain=DSM 6725, ASM2232v1",/group/ctbrowngrp/genbank/genbank-2020.07-bacteria-k31.zip,ed73b1c07017b8ce33f625409b0fd142,1.0,2779000,26,78274000,,SRR606249-known,42df24f0,205154000,Bacteria;Firmicutes;Clostridia;Thermoanaerobacterales;Thermoanaerobacterales Family III. Incertae Sedis;Caldicellulosiruptor;Caldicellulosiruptor bescii;Caldicellulosiruptor bescii DSM 6725
2727000,0.013292453473975648,0.9941648431801605,0.013287579086929818,0.013287579086929818,,,,"GCA_000009145.1 Nitrosomonas europaea ATCC 19718 strain=ATCC 19718, ASM914v1",/group/ctbrowngrp/genbank/genbank-2020.07-bacteria-k31.zip,d8ad9d2820efee039b6c50a767a603c8,0.9945295404814004,2726000,27,75548000,,SRR606249-known,42df24f0,205154000,Bacteria;Proteobacteria;Betaproteobacteria;Nitrosomonadales;Nitrosomonadaceae;Nitrosomonas;Nitrosomonas europaea;Nitrosomonas europaea ATCC 19718
2701000,0.013165719410784094,1.0,0.013165719410784094,0.013165719410784094,,,,"GCA_000020225.1 Akkermansia muciniphila ATCC BAA-835 strain=ATCC BAA-835, ASM2022v1",/group/ctbrowngrp/genbank/genbank-2020.07-bacteria-k31.zip,f3a90d4e5528864a5bcc8434b0d0c3b1,1.0,2701000,28,72847000,,SRR606249-known,42df24f0,205154000,Bacteria;Verrucomicrobia;Verrucomicrobiae;Verrucomicrobiales;Akkermansiaceae;Akkermansia;Akkermansia muciniphila;Akkermansia muciniphila ATCC BAA-835
2689000,0.013107226766234147,0.9996281145407214,0.013102352379188317,0.013102352379188317,,,,"GCA_000172575.2 Enterococcus faecalis OG1RF strain=OG1RF, ASM17257v2",/group/ctbrowngrp/genbank/genbank-2020.07-bacteria-k31.zip,cc3d6c32716f72f09e2d175fb156dc2b,1.0,2688000,29,70159000,,SRR606249-known,42df24f0,205154000,Bacteria;Firmicutes;Bacilli;Lactobacillales;Enterococcaceae;Enterococcus;Enterococcus faecalis;Enterococcus faecalis OG1RF
2679000,0.013058482895775856,1.0,0.013058482895775856,0.013058482895775856,,,,"GCA_000011205.1 Sulfurisphaera tokodaii str. 7 strain=7, ASM1120v1",/group/ctbrowngrp/genbank/genbank-2020.07-archaea-k31.zip,15d80d7279c7fe46d00c230ba79b81f3,1.0,2679000,30,67480000,,SRR606249-known,42df24f0,205154000,Archaea;Crenarchaeota;Thermoprotei;Sulfolobales;Sulfolobaceae;Sulfurisphaera;Sulfurisphaera tokodaii;Sulfurisphaera tokodaii str. 7
2713000,0.013224212055334042,0.9848875783265757,0.013024362186455054,0.013024362186455054,,,,"GCA_000020465.1 Chlorobium limicola DSM 245 strain=DSM 245, ASM2046v1",/group/ctbrowngrp/genbank/genbank-2020.07-bacteria-k31.zip,289407dcc3b5ed86aac3e60ea778049e,1.0,2672000,31,64808000,,SRR606249-known,42df24f0,205154000,Bacteria;Chlorobi;Chlorobia;Chlorobiales;Chlorobiaceae;Chlorobium;Chlorobium limicola;Chlorobium limicola DSM 245
5168000,0.025190832252844204,0.5099478462429978,0.012868381800988525,0.012868381800988525,,,,"GCA_000017325.1 Shewanella baltica OS185 strain=OS185, ASM1732v1",/group/ctbrowngrp/genbank/genbank-2020.07-bacteria-k31.zip,09a08691ce52952152f0e866a59f6261,0.9982615414332625,2640000,32,62168000,,SRR606249-known,42df24f0,205154000,Bacteria;Proteobacteria;Gammaproteobacteria;Alteromonadales;Shewanellaceae;Shewanella;Shewanella baltica;Shewanella baltica OS185
2740000,0.013355820505571424,0.9489237504560379,0.012678280706201195,0.012678280706201195,,,,"GCA_000016545.1 Caldicellulosiruptor saccharolyticus DSM 8903 strain=DSM 8903, ASM1654v1",/group/ctbrowngrp/genbank/genbank-2020.07-bacteria-k31.zip,8951157d23d89e5767ac5c7752d251d7,0.9996351696461145,2601000,33,59567000,,SRR606249-known,42df24f0,205154000,Bacteria;Firmicutes;Clostridia;Thermoanaerobacterales;Thermoanaerobacterales Family III. Incertae Sedis;Caldicellulosiruptor;Caldicellulosiruptor saccharolyticus;Caldicellulosiruptor saccharolyticus DSM 8903
2516000,0.012263957807305732,1.0,0.012263957807305732,0.012263957807305732,,,,"GCA_003514505.1 Proteiniclasticum sp., ASM351450v1",/group/ctbrowngrp/genbank/genbank-2020.07-bacteria-k31.zip,fe6d742c112f60d53d86508f92cd2b32,1.0,2516000,34,57051000,,SRR606249-known,42df24f0,205154000,Bacteria;Firmicutes;Clostridia;Clostridiales;Clostridiaceae;Proteiniclasticum;Proteiniclasticum sp.
2464000,0.012010489680922625,0.9995941558441559,0.012005615293876795,0.012005615293876795,,,,"GCA_013137915.1 Fusobacterium nucleatum strain=Fn12230, ASM1313791v1",/group/ctbrowngrp/genbank/genbank-2020.07-bacteria-k31.zip,a4026f5ca15ccc6b14abb7b7e5e494cb,1.0,2463000,35,54588000,,SRR606249-known,42df24f0,205154000,Bacteria;Fusobacteria;Fusobacteriia;Fusobacteriales;Fusobacteriaceae;Fusobacterium;Fusobacterium nucleatum
2246000,0.010947873304931905,0.9986660738105825,0.010947873304931905,0.010947873304931905,,,,"GCA_000007225.1 Pyrobaculum aerophilum str. IM2 strain=IM2, ASM722v1",/group/ctbrowngrp/genbank/genbank-2020.07-archaea-k31.zip,4a154932a9c5ad4a44c2692edf8a6b34,0.9986660738105825,2246000,36,52342000,,SRR606249-known,42df24f0,205154000,Archaea;Crenarchaeota;Thermoprotei;Thermoproteales;Thermoproteaceae;Pyrobaculum;Pyrobaculum aerophilum;Pyrobaculum aerophilum str. IM2
2210000,0.010772395371282061,0.9990954319312528,0.010767520984236232,0.010767520984236232,,,,"GCA_000019085.1 Thermoanaerobacter pseudethanolicus ATCC 33223 strain=ATCC 33223; 39E, ASM1908v1",/group/ctbrowngrp/genbank/genbank-2020.07-bacteria-k31.zip,123f408fa4f07b259bd53f8497dd56d2,0.9995477159656264,2209000,37,50133000,,SRR606249-known,42df24f0,205154000,Bacteria;Firmicutes;Clostridia;Thermoanaerobacterales;Thermoanaerobacteraceae;Thermoanaerobacter;Thermoanaerobacter pseudethanolicus;Thermoanaerobacter pseudethanolicus ATCC 33223
2169000,0.010572545502403073,0.9981558321807285,0.010553047954219756,0.010553047954219756,,,,"GCA_000006985.1 Chlorobaculum tepidum TLS strain=TLS, ASM698v1",/group/ctbrowngrp/genbank/genbank-2020.07-bacteria-k31.zip,d49c2de1c1a924d92e841802e1c57c93,1.0,2165000,38,47968000,,SRR606249-known,42df24f0,205154000,Bacteria;Chlorobi;Chlorobia;Chlorobiales;Chlorobiaceae;Chlorobaculum;Chlorobaculum tepidum;Chlorobaculum tepidum TLS
2171000,0.01058229427649473,0.9926369075011505,0.010514052857853125,0.010514052857853125,,,,"GCA_000016385.1 Pyrobaculum arsenaticum DSM 13514 strain=DSM 13514, ASM1638v1",/group/ctbrowngrp/genbank/genbank-2020.07-archaea-k31.zip,299321db294df4cb4ec008e414d200ae,0.9990796134376438,2157000,39,45811000,,SRR606249-known,42df24f0,205154000,Archaea;Crenarchaeota;Thermoprotei;Thermoproteales;Thermoproteaceae;Pyrobaculum;Pyrobaculum arsenaticum;Pyrobaculum arsenaticum DSM 13514
2139000,0.010426313891028204,0.998133457769482,0.010426313891028204,0.010426313891028204,,,,"GCA_000008665.1 Archaeoglobus fulgidus DSM 4304 strain=DSM 4304, ASM866v1",/group/ctbrowngrp/genbank/genbank-2020.07-archaea-k31.zip,cee0a3fb7b00990a22be02b2b0a78418,0.998133457769482,2139000,40,43672000,,SRR606249-known,42df24f0,205154000,Archaea;Euryarchaeota;Archaeoglobi;Archaeoglobales;Archaeoglobaceae;Archaeoglobus;Archaeoglobus fulgidus;Archaeoglobus fulgidus DSM 4304
2130000,0.010382444407615743,0.9865678554886521,0.010382444407615743,0.010382444407615743,,,,"GCA_003054575.1 Zymomonas mobilis subsp. mobilis ZM4 = ATCC 31821 strain=ZM4 = ATCC 31821, ASM305457v1",/group/ctbrowngrp/genbank/genbank-2020.07-bacteria-k31.zip,9dee15cb77f3c2e0894f7124dc2bc0b5,0.9865678554886521,2130000,41,41542000,,SRR606249-known,42df24f0,205154000,Bacteria;Proteobacteria;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Zymomonas;Zymomonas mobilis;Zymomonas mobilis subsp. mobilis ZM4 = ATCC 31821
2129000,0.010377570020569913,0.9995302959135745,0.010372695633524085,0.010372695633524085,,,,"GCA_003450455.1 Thermus sp., ASM345045v1",/group/ctbrowngrp/genbank/genbank-2020.07-bacteria-k31.zip,c186b17aff4173aa9f4513b49bfef5c8,1.0,2128000,42,39414000,,SRR606249-known,42df24f0,205154000,Bacteria;Deinococcus-Thermus;Deinococci;Thermales;Thermaceae;Thermus;Thermus sp.
2113000,0.01029957982783665,0.9981069569332702,0.010280082279653333,0.010280082279653333,,,,"GCA_001314265.1 Porphyromonas gingivalis 381 strain=381, ASM131426v1",/group/ctbrowngrp/genbank/genbank-2020.07-bacteria-k31.zip,e7e266e536fc440fcfa4d2bb82cff958,1.0,2109000,43,37305000,,SRR606249-known,42df24f0,205154000,Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Porphyromonadaceae;Porphyromonas;Porphyromonas gingivalis;Porphyromonas gingivalis 381
2076000,0.010119227507140977,0.9956647398843931,0.010075358023728517,0.010075358023728517,,,,"GCA_000016085.1 Chlorobium phaeovibrioides DSM 265 strain=DSM 265, ASM1608v1",/group/ctbrowngrp/genbank/genbank-2020.07-bacteria-k31.zip,33d6fc5ba0f518b036e13135976c5f43,1.0,2067000,44,35238000,,SRR606249-known,42df24f0,205154000,Bacteria;Chlorobi;Chlorobia;Chlorobiales;Chlorobiaceae;Chlorobium;Chlorobium phaeovibrioides;Chlorobium phaeovibrioides DSM 265
2030000,0.009895005703032844,1.0,0.009895005703032844,0.009895005703032844,,,,"GCA_900637325.1 Wolinella succinogenes strain=NCTC11488, 50569_E01",/group/ctbrowngrp/genbank/genbank-2020.07-bacteria-k31.zip,cdce2f97e9d8a510cf0ad4ea74b3868d,1.0,2030000,45,33208000,,SRR606249-known,42df24f0,205154000,Bacteria;Proteobacteria;Epsilonproteobacteria;Campylobacterales;Helicobacteraceae;Wolinella;Wolinella succinogenes
1997000,0.009734150930520487,1.0,0.009734150930520487,0.009734150930520487,,,,"GCA_000021565.1 Persephonella marina EX-H1 strain=EX-H1, ASM2156v1",/group/ctbrowngrp/genbank/genbank-2020.07-bacteria-k31.zip,05abaf28975f70b7399c549052f64e01,1.0,1997000,46,31211000,,SRR606249-known,42df24f0,205154000,Bacteria;Aquificae;Aquificae;Aquificales;Hydrogenothermaceae;Persephonella;Persephonella marina;Persephonella marina EX-H1
1985000,0.009675658285970539,0.9974811083123426,0.009651286350741395,0.009651286350741395,,,,"GCA_000015805.1 Pyrobaculum calidifontis JCM 11548 strain=JCM 11548, ASM1580v1",/group/ctbrowngrp/genbank/genbank-2020.07-archaea-k31.zip,ad83523f64ee0e17faf8b825d5201533,1.0,1980000,47,29231000,,SRR606249-known,42df24f0,205154000,Archaea;Crenarchaeota;Thermoprotei;Thermoproteales;Thermoproteaceae;Pyrobaculum;Pyrobaculum calidifontis;Pyrobaculum calidifontis JCM 11548
3519000,0.017152968014272206,0.5545454545454546,0.009514803513458183,0.009514803513458183,,,,"GCA_000152605.1 Sulfitobacter sp. EE-36 strain=EE-36, ASM15260v1",/group/ctbrowngrp/genbank/genbank-2020.07-bacteria-k31.zip,272eda69da90813c8c2e841e0555e5b0,0.9997159090909091,1952000,48,27279000,,SRR606249-known,42df24f0,205154000,Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Sulfitobacter;Sulfitobacter sp. EE-36
1852000,0.009027364808875284,0.9983818770226537,0.009022490421829454,0.009022490421829454,,,,"GCA_000018945.1 Thermotoga neapolitana DSM 4359 strain=DSM 4359, ASM1894v1",/group/ctbrowngrp/genbank/genbank-2020.07-bacteria-k31.zip,1d815f5d470aaafbbca434a2c84f7dc1,0.9989212513484358,1851000,49,25428000,,SRR606249-known,42df24f0,205154000,Bacteria;Thermotogae;Thermotogae;Thermotogales;Thermotogaceae;Thermotoga;Thermotoga neapolitana;Thermotoga neapolitana DSM 4359
1839000,0.008963997777279508,1.0,0.008963997777279508,0.008963997777279508,,,,"GCA_000021645.1 Dictyoglomus turgidum DSM 6724 strain=DSM 6724, ASM2164v1",/group/ctbrowngrp/genbank/genbank-2020.07-bacteria-k31.zip,85e27bbbee2de4bc1b92fdf87495eb2e,1.0,1839000,50,23589000,,SRR606249-known,42df24f0,205154000,Bacteria;Dictyoglomi;Dictyoglomia;Dictyoglomales;Dictyoglomaceae;Dictyoglomus;Dictyoglomus turgidum;Dictyoglomus turgidum DSM 6724
1837000,0.008954249003187848,0.9956639566395664,0.008954249003187848,0.008954249003187848,,,,"GCA_000007305.1 Pyrococcus furiosus DSM 3638 strain=DSM 3638, ASM730v1",/group/ctbrowngrp/genbank/genbank-2020.07-archaea-k31.zip,714aa2c36122b1f1c0e8400e4d236e3b,0.9956639566395664,1837000,51,21752000,,SRR606249-known,42df24f0,205154000,Archaea;Euryarchaeota;Thermococci;Thermococcales;Thermococcaceae;Pyrococcus;Pyrococcus furiosus;Pyrococcus furiosus DSM 3638
1778000,0.00866666016748394,0.999437570303712,0.00866178578043811,0.00866178578043811,,,,"GCA_000020325.1 Sulfurihydrogenibium sp. YO3AOP1 strain=YO3AOP1, ASM2032v1",/group/ctbrowngrp/genbank/genbank-2020.07-bacteria-k31.zip,a30b11dbb40d8a88d56861b05c0a92a8,1.0,1777000,52,19975000,,SRR606249-known,42df24f0,205154000,Bacteria;Aquificae;Aquificae;Aquificales;Hydrogenothermaceae;Sulfurihydrogenibium;Sulfurihydrogenibium sp. YO3AOP1
